title,author,type,audience,genre,faust_numbers,isbns,n_loans
Vinterbørn,Dea Trier Mørch,Bog,voksenmaterialer,kollektivromaner,52653215;53337538;05080215;20803428;06748252;06272398;05110424;05608708;99122211175505763,<NA>,2270
Jul i Bulderby,,Billedbog,børnematerialer,skønlitteratur,05000327;47222478;21127299;23778297;06011381;44309270,<NA>,2870
Holgers sut,Thorstein Thomsen (f. 1950),Billedbog,børnematerialer,skønlitteratur,51271009;39323761,<NA>,2154
Emil og Luna i zoo,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,27911404;51149114,<NA>,1899
Saga og Moses,Pia Hagmar,Bog,børnematerialer,skønlitteratur,51064976;51674510,<NA>,1477
Øgler,James Maclaine,Bog,"folkeskoleniveau,børnematerialer",padder og krybdyr,46331036;38596276;25529421;27084192,<NA>,3279
Sagen Vaterland,Volker Kutscher,Bog,voksenmaterialer,"krimi,politiromaner",51353471;48336841,<NA>,1764
Spis maven flad,"Charlotte Hartvig,Majbritt L. Engell",Bog,"alment niveau,voksenmaterialer",diætmadlavning,28209622;52516102;99122951734305763;99122518445105763,<NA>,1536
Ulvehjerter,Puk Damsgård Andersen,Bog,"alment niveau,voksenmaterialer",pakistans historie,28736177;53960677;99122300117405763,<NA>,1443
"Linse - jeg gør, hvad jeg vil",Linse Kessler,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",51387686;51771117,<NA>,1373
Skatteøen,Mauri Kunnas,Billedbog,børnematerialer,"eventyr,spænding",52535794;51442334;48582729;54260113;25838254;38736175;52633583;23791730;22198963;27609570;46523954;53186165;20266341;23431181;23095416;26002389;06375588;23395851;06807518;01652400;22927051;05555035;01164619;05950678;20544627;01247271;01652354;21105856;20469943;99121918867105763;04189388;99122562181605763;04189558;26833868;04487125;01008560;43198955;99122004552605763;99121981697805763;99122084510605763;40122397,<NA>,6578
1Q84. Bog 3,Haruki Murakami,Bog,voksenmaterialer,magisk realisme,29497974;54862601;51724534;9920719424805762__3,<NA>,1438
Kommissæren,Ove Pedersen (f. 1954-08-22),Bog,"alment niveau,voksenmaterialer","kriminalpolitivæsen,erindringer",47020778;06131158;48411053;99122471100605763,<NA>,1368
Spejder,Lasse Højstrup Sørensen,Bog,"folkeskoleniveau,børnematerialer",foreninger. organisationer. spejderbevægelsen,46466071;50957926,<NA>,2289
Australien,Lasse Højstrup Sørensen,Bog,"folkeskoleniveau,børnematerialer",australien,54008910;48630324;52426529;21579548;26995965;27337724;25371550;24472388;24224031;25776828;28584474;05980178;21128163;48818277;49253966;21975281;06918832;21197319;01452789;99122034747005763;99122001868105763;23019043;99122436167305763,<NA>,3104
Dronningen af Tearling,Erika Johansen,Bog,børnematerialer,eventyrlige fortællinger,52353947;47417201,<NA>,1453
Misterioso,Arne Dahl (f. 1963),Bog,voksenmaterialer,krimi,28618565;23569051;24005232;134320338;28543166;27672868;44722690;99122875859305763,<NA>,2079
Hit med jobbet,Steen Kræmer Rasmussen,Bog,"alment niveau,voksenmaterialer",rekruttering. karriere,53157874;39160307;51802314;99122981864105763;99122926756805763,<NA>,3106
Oplev Spanien,Brendan Sainsbury,Bog,"alment niveau,voksenmaterialer",spanien,51685202;29961301,<NA>,2339
Utæmmet,Glennon Doyle,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",61473157;47290678;28343248;22653075,<NA>,1999
Den røde pyramide,Rick Riordan,Bog,børnematerialer,fantasy,61473351;28988338;99122880759605763,<NA>,1855
Hulernes sang,Jean M. Auel,Bog,voksenmaterialer,historiske romaner,28683685;50550974;50668363;51724437,<NA>,1444
Lille Krokodille i det store hav,Birde Poulsen (f. 1953),Billedbog,børnematerialer,skønlitteratur,27498639;21826308,<NA>,1397
Sommerfugledalen,Inger Christensen (f. 1935),Bog,voksenmaterialer,skønlitteratur,54989873;27513921;07262957;20750243;52298180;99122765993405763;99122888741605763;99122092931505763,<NA>,2488
Alt for tæt på,Abbi Glines (f. 1977),Bog,voksenmaterialer,skønlitteratur,53237290;26455162;28351496,<NA>,1529
Valde & Krista - da Pia fik kat,Pernille Eybye,Bog,børnematerialer,skønlitteratur,46339134;99122581897905763,9788758830575,2423
Hæklede blomster,Frøydis Fadum,Bog,"alment niveau,voksenmaterialer",hækling. orkis. filering,52452295;52579155;99122209590705763,<NA>,2330
Dead man walking,Hans Otto Jørgensen (f. 1954),Bog,voksenmaterialer,"eksperimenterende litteratur,slægtsromaner",38313029;21820350;99122256672005763;297477;990001108020305765,<NA>,1361
Gidsel i Amman,Mogens Blom (f. 1956),Bog,voksenmaterialer,spænding,51340523;52206790,<NA>,1360
Samlede noveller,Tove Ditlevsen,Bog,voksenmaterialer,skønlitteratur,51967372;22279203;50674835;50639967;52464455;24869873;26923522;47917808;01355538;42117935;99122331442405763;99122770757205763;99122233605705763;783209;99122481818205763,<NA>,4740
De døde vågner,Line Kyed Knudsen,Bog,børnematerialer,"fremtidsfortællinger,gys,horror",51637461;54973624;61664963,<NA>,1749
Papegøjer,Henrik Enemark,Bog,"folkeskoleniveau,børnematerialer",papegøjer,38379453;61572856;06734189;49272251;99122370692705763;99122458046805763,<NA>,2092
Dit kompetente barn,Jesper Juul (f. 1948),Bog,"alment niveau,voksenmaterialer",børne- og ungdomsopdragelse i alm.,21039241;133984143;22075659,<NA>,1860
Dyrlæge,Hanne Korvig,Bog,"folkeskoleniveau,børnematerialer",veterinærmedicin,48036724;134775882,<NA>,1682
Skorpion,Troels Gollander,Bog,"folkeskoleniveau,børnematerialer",tusindben. edderkoppeagtige dyr m.fl.,28633971;62395214;99124242056505763;134807687,<NA>,1786
Løsepenge,John Flanagan,Bog,børnematerialer,fantasy,27746624;26504996;27082351;05387868;99122135866605763;99122386552305763,<NA>,1880
Hækleskole,Sys Fredens,Bog,"alment niveau,børnematerialer,voksenmaterialer",hækling. orkis. filering,25256026;61659226,<NA>,1540
Forskningsmetoder i folkesundhedsvidenskab,,Bog,"fagligt niveau,voksenmaterialer",sundhedsvæsen,39035561;47070732;28742886;26878187;99122807359505763;99122716621505763;99121949652905763;99123736566105763;99122808208605763;99122350425005763;1235713;990003028840305765;24891100,<NA>,3416
Ulykkesfuglen,Camilla Läckberg,Bog,voksenmaterialer,"krimi,samfundsskildringer",46385144;27173845;28648731;28742207;28687664;53932231;20142170;99122144027105763,<NA>,3145
Navnebogen,Eva Villarsen Meldgaard,Bog,"alment niveau,voksenmaterialer",personnavneforskning,27081738;25852915;54862237;21954500;99122733416205763;20118547;99122423941105763,<NA>,1531
Ulvetid,Josefine Ottesen,Bog,børnematerialer,eventyrlige fortællinger,26050189;135691208;48611397;51000374;27259081;21208671;07077335;07240368;05498619;05648394,<NA>,3583
Skumringstimen,Marcia Willett,Bog,voksenmaterialer,skønlitteratur,24824349;27210406;47626935;51615441;25240413;27954138;99122933044205763,<NA>,3063
Iqbal og kronjuvelerne,Manu Sareen,Bog,børnematerialer,"sjove bøger,spænding",29500770;52951178,<NA>,1874
Vik og det gale forsøg,Sandra Schwartz,Bog,børnematerialer,skønlitteratur,46845277;48219462,<NA>,1668
Sommerfugle i maven,"Hélène Wagn,Sarah Wagn Møller",Bog,"folkeskoleniveau,børnematerialer",ordsprog. mundheld. talemåder,46949587;27129560;27808433,<NA>,1376
En flodhest i huset,Ole Lund Kirkegaard,Bog,børnematerialer,sjove bøger,25798317;05333016;20064889;28824262,<NA>,1976
Stokroser og skumfiduser,Cathy Cassidy,Bog,børnematerialer,skønlitteratur,52099048;52411440,<NA>,1424
Ugler,Emily Bone,Bog,"folkeskoleniveau,børnematerialer",ugler,29906416;38611461;48153992;48580955;07153805;06874800;05747716,<NA>,3825
Dronen,Per Østergaard (f. 1950),Bog,børnematerialer,skønlitteratur,54486898;51000587;54288549,<NA>,2605
A good friend,"Sanne Haugaard,Pia Aagesen",Bog,børnematerialer,engelsk skønlitteratur,51172272;46791037;51674383;99122030139905763;44682435,<NA>,2187
En morders dagbog,Jørn Jensen (f. 1946),Bog,børnematerialer,"gys,krimi",51323483;134996552,<NA>,1680
Klods-Hans,H. C. Andersen (f. 1805),Billedbog,børnematerialer,eventyr,46363604;23631822;24976173;52091330;52758521;23749750;21282103;05694795;46196694;20847344;20015659;25987853;23387220;47979374;05134064;23682338;99122781033105763;99121980689705763,<NA>,3410
Farao,Wilbur A. Smith,Bog,voksenmaterialer,spænding,53499120;24592057;54029802;99122869262805763,<NA>,1374
Fladland,Ditte Holm Bro,Bog,voksenmaterialer,udviklingsromaner,38921096;52629543;99122223687905763,<NA>,1400
Bæver,Eva Mosegaard Amdisen,Bog,"folkeskoleniveau,børnematerialer",gnavere,53975496;52095581;52507251;136279157,<NA>,3110
Leoparden,Giuseppe Tomasi di Lampedusa,Bog,voksenmaterialer,slægtsromaner,25081218;28661177;135664642;25545346;06142257;25696956;21236640;01568485;05132959;01340778;99122745655605763;99122548151205763;52222656;25141202;99121989366305763;99122586902805763;99122270614705763;99122870537605763;07087799;99122762664605763;99122856514905763,<NA>,2893
Krokodille,Per Østergaard (f. 1950),Bog,"folkeskoleniveau,børnematerialer",padder og krybdyr,48648096;25607570,<NA>,1682
Bayern München,Per Straarup Søndergaard,Bog,"folkeskoleniveau,børnematerialer",boldklubber i alm.,51581156;38361252;39444593,<NA>,3291
Farlige forbindelser,"Lisbeth A. Bille,Steen Bille",Bog,voksenmaterialer,krimi,48959911;06865801;28305400;06669999;99122080731205763;99122004847505763,<NA>,1385
Arktis,Sigurd Toftdahl Terkelsen,Bog,"folkeskoleniveau,børnematerialer",arktis,54104820;62220929;136073451;27414311;50987450;51710304;126617461;99122737878205763,<NA>,2587
Forræderi,Nicole Boyle Rødtnes,Bog,børnematerialer,gys,54516363;29997845;23751194,<NA>,1413
Tim får en tus,Marie Duedahl,Bog,børnematerialer,sjove bøger,54526032;99122792643805763,9788770181372,1492
Vilde blomster i haven,Lise Gartmann,Bog,"alment niveau,voksenmaterialer",haveanlæg. havearkitektur,51671198;38841017;99122420230305763;99123745680305763,<NA>,1941
Oplev Danmarks natur med børn,Troels Gollander,Bog,"alment niveau,børnematerialer,voksenmaterialer",danmarks naturforhold i alm.,47148669;38921274,<NA>,1482
Se mit føl,Erik Vierø Hansen,Bog,børnematerialer,skønlitteratur,53246621;48742297;99121913392305763;99123524549405763,<NA>,2308
Vævestrik,"Madelaine Jansson,Lotta Bengtson",Bog,"alment niveau,voksenmaterialer",strikning,50936228;50647803;25368916;99122277766305763;99122843173905763,<NA>,1373
Den hundredårige der kravlede ud ad vinduet og forsvandt,Jonas Jonasson,Bog,voksenmaterialer,humor,28429576;29988897;46207254;28718608,<NA>,1589
Racerbiler,Sigurd Toftdahl Terkelsen,Bog,"folkeskoleniveau,børnematerialer",motorsport,38611356;29471509;25745507;24820076;26561930;23440938;23541181;26291178;23264676;22584820;20099038;99122059943505763,<NA>,2940
Søren Ryge fortæller,Søren Ryge Petersen,Bog,"alment niveau,voksenmaterialer",danske forfatteres værker af blandet indhold,48628729;61593195,<NA>,1439
Det gode i dig,Linda Olsson,Bog,voksenmaterialer,skønlitteratur,28992505;29905762;29491828,<NA>,1494
Spot fejlen,,Bog,"folkeskoleniveau,børnematerialer",hovedbrud,48666221;62242655,<NA>,1440
Fabel knitwear,Helene Arnesen,Bog,"alment niveau,voksenmaterialer",strikning,135304131;134130334,<NA>,1697
Dukkesamleren,Anna Snoekstra,Bog,voksenmaterialer,"psykologisk thriller,spænding",54114834;135427446,<NA>,2317
Kram i madkassen,Sif Orellana,Bog,"alment niveau,voksenmaterialer",koldt bord. smørrebrød,50625400;51443195;52802849;99122485220905763,<NA>,1922
Sami og Ida læser,Hanne Fredsted (f. 1962-07-01),Bog,børnematerialer,skønlitteratur,50798356;134620099,<NA>,1383
Mine første ord,Mary Cartwright,Billedbog,"førskoleniveau,børnematerialer",ordbøger,62106999;52899877;134490284;29687587;46233964;26952565;50957829;21593699;27345662;20326557;26355176;99122056195705763;99122027218505763;28550111,<NA>,3105
Falastin,"Sami Tamimi,Tara Wigley",Bog,"alment niveau,voksenmaterialer",,48014585;48048382;99123354982505763,<NA>,1381
Trygge rammer,Marcia Willett,Bog,voksenmaterialer,skønlitteratur,24211177;24901130;24619982,<NA>,2391
Glemt,Lill Bowman (f. 1975),Bog,voksenmaterialer,krimi,47468728;52013992;26716853;134481544;135755451,<NA>,1602
Skal vi lege?,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,29101574;51149033;134174374;135286176;62427671;26549655;52136342;27291325;07349270;21445169;29099790;22197878;99122903260605763;99121929649905763,<NA>,3707
Dødvande,Ann Cleeves,Bog,voksenmaterialer,krimi,50684067;53974406;62418648;29278741;27521770;05503043;05620996;99122392234705763;136364014;99122105470305763,<NA>,1867
Grønland,Henrik Enemark,Bog,"folkeskoleniveau,børnematerialer",grønland,46145194;52504864;28540205;24302008;53056814;39270544;39356716;25535812;21109819;27634419;27207618;52786797;46352483;25761456;136115391;06125603;22187538;20402857;10073286;28554621;04062930;38971522;07162421;21362107;26128447;29466807;99122936886005763;99121995450405763;00997420;04894103;01386069;99122186141205763;99122499478705763;99122770996205763;99122953793105763;10377145;01448625;21763144;01219693;596806;990002324620305765;99122334169905763;99122276803505763;99122049587805763;99122054226805763;99121926068805763;99122394716505763;99122387046005763;40281940,<NA>,7662
Militæret,Ulrik Jørgensen (f. 1974-06-10),Billedbog,"førskoleniveau,børnematerialer","hærvæsen,pegebøger",54422652;28519400,<NA>,1361
Den første sten,Carsten Jensen (f. 1952),Bog,voksenmaterialer,spænding,52037573;23856697;52223229;53464475;45777405;99122931661105763,<NA>,1672
Historier,Jan Lööf,Billedbog,børnematerialer,skønlitteratur,28285523;06252230;61895558;46028031;04484355;04300084;99122546621405763;23628244,<NA>,1499
De 5 på skatteøen : De 5 på nye eventyr : De 5 stikker af,Enid Blyton,Bog,børnematerialer,krimi,29986258;52411483,<NA>,1856
Turen går til Israel & Palæstina,"Morten Berthelsen,Cecilia Flagstad",Bog,"alment niveau,voksenmaterialer",israel,53226833;50876381,<NA>,1620
Turen går til Marokko,"Michelle Arrouas,Carsten Fenger-Grøndahl,Malene Fenger-Grøndahl",Bog,"alment niveau,voksenmaterialer",marokko,48383203;51858859;29260559;27047491;24867986;99122887712305763;99122126117505763,<NA>,1932
Det persiske køkken,Inge Lynggaard Hansen,Bog,"alment niveau,voksenmaterialer",,47346193;28461518,<NA>,1610
Gareth Bale,Christian Mohr Boisen,Bog,"folkeskoleniveau,børnematerialer",fodbold,46036689;53828019,<NA>,2556
Flyvemaskiner 2 - redningsaktionen,,Billedbog,børnematerialer,skønlitteratur,51346505;52048265;51658760,<NA>,2471
Superfood,Jamie Oliver,Bog,"alment niveau,voksenmaterialer",madlavning,52206030;50967425;27421776,<NA>,1592
Brædder til Draculas kiste,Dennis Jürgensen,Bog,børnematerialer,humor,26971632;05979919;21603562;99122731588605763,<NA>,1948
Hjernerystelse,,Bog,"fagligt niveau,alment niveau,voksenmaterialer",neurologiske sygdomme. neuropsykologi,46436687;46289897;51535340;99122811321405763,<NA>,1791
"Jesus, pengene og livet",Gretelise Holm (f. 1946),Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,barndomserindringer,erindringer",29537011;50746879;99122747153805763,<NA>,1529
Rose og den nye pige,Puk Krogsøe,Bog,børnematerialer,skønlitteratur,51722280;52402948,<NA>,1417
Griezmann,Tommy Heisz,Bog,"folkeskoleniveau,børnematerialer",fodbold,53381065;53692796,<NA>,1445
Afhopperen,Daniel Silva,Bog,voksenmaterialer,spænding,28315589;28949782;28703899;27478085;99122142901805763;29973822;99122240509905763;99122416593605763;99122926885905763;00168831;99122143059005763,<NA>,1649
Træet,Oliver Jeffers,Billedbog,børnematerialer,sjove bøger,53867391;52048990;61523308;55121389;62810327;99122734552905763,<NA>,3628
Hvor er Emil?,Charlotte Wagner,Billedbog,børnematerialer,gå på opdagelse,52550033;25807014,<NA>,1424
Tre,Valérie Perrin,Bog,voksenmaterialer,skønlitteratur,136296701;135102466;47877415;54203640;42234478;99122267003105763,<NA>,1802
Venskabsarmbånd,,Bog,"folkeskoleniveau,børnematerialer",fletning. knytning,52122112;51547403,<NA>,1963
Havfruer,Stine Bødker,Bog,"folkeskoleniveau,børnematerialer",folketro,39524988;135290467;99121937660705763,<NA>,1791
Under overfladen,Claus M. Lohman,Bog,voksenmaterialer,krimi,54213549;53161596;51949854;134022612;52266149;136287575;24380092;26610729;23423669;21612669;26810671;27057187;22952129;24728153;99122585741805763;99123447962505763;22069780;99122968790905763;53164331;99122054378405763;99121976085305763;99122626648005763;99122515119105763,<NA>,3480
Strengt fortroligt,Karen Cleveland,Bog,voksenmaterialer,spænding,53947492;51425782;06189253;01365371;01365363;99122749460305763;99122877802405763;99122048051505763;99122063509505763;42738468,<NA>,1378
De intelligente børn,Ole Kyed,Bog,"alment niveau,voksenmaterialer",differentiel psykologi,51853393;26681391;99122937002505763,<NA>,1431
En hellig alliance,A. J. Kazinski,Bog,voksenmaterialer,spænding,50691594;51804759;99122217789005763;99121958704605763,<NA>,1472
Det dyrebare,Linn Ullmann,Bog,voksenmaterialer,skønlitteratur,29386633;134319453;51487753;45155781;29486980,<NA>,1511
Kings of Jutland,Glenn Ringtved,Bog,børnematerialer,humor,51004388;54202733;99122267063505763,<NA>,1653
Ravnens skrig,Lene Møller Jørgensen,Bog,børnematerialer,"fantasy,spænding",28517432;29331863;20612770,<NA>,1575
Lev med livets katastrofer,Jon Kabat-Zinn,Bog,"alment niveau,voksenmaterialer",psykisk sundhed,51157419;29423229;99122263905505763,<NA>,1577
Mumier,Tommy Heisz,Bog,"folkeskoleniveau,børnematerialer",egyptens oldtidshistorie,46687809;29784647;26564255;20682558;25204859;27113796;23844702,<NA>,2020
Pigen der krøb,Kim Fupz Aakeson,Billedbog,børnematerialer,skønlitteratur,55139571;22501003,<NA>,1624
High on smoothies,Mads Bo Pedersen,Bog,"alment niveau,voksenmaterialer",drikkevarer,28165013;62266287;99122706558005763,<NA>,1407
Læs 20 minutter om dagen,,Bog,"folkeskoleniveau,børnematerialer",værker af blandet indhold,39172011;48218849;99123812347305763,<NA>,2415
Fluernes herre,William Golding,Bog,voksenmaterialer,"samfundskritik,spænding",51509668;21252948;06004695;05047617;04317602;99122065300305763,<NA>,2078
Legend,Marie Lu,Bog,børnematerialer,"dystopier,fremtidsfortællinger,spænding",51521420;45213102;45845494;54259581;39385112;99122598676005763,<NA>,1403
Kometer,Sigurd Toftdahl Terkelsen,Bog,"folkeskoleniveau,børnematerialer",kometer og meteorer,38259229;51403002;06391869,<NA>,1492
Dagmar,Maria Helleberg,Bog,voksenmaterialer,biografiske romaner,26973171;29957002;21855944;25654196;23152193;27173942;45225690;27420478;10087198;99121998530905763;06882471,<NA>,1697
Julekalenderen,Siri Østli,Bog,voksenmaterialer,skønlitteratur,62951745;53547338,<NA>,1740
Hemmelig agent,"Steve Barlow,Steve Skidmore",Bog,børnematerialer,spænding,53950930;24258939;05438500;04320859;99122540412205763,<NA>,1360
Brunch,"Agnete Wulff,Poul Wulff",Bog,"alment niveau,voksenmaterialer",madlavning,46378466;29549753;29075417;23977656;28572239;28160917;99122164660805763;99122083939105763;99122671699005763,<NA>,1604
